miRNA,Target / Target pathway,Support,Source,Experiment(s),Reference - PMID,,
hsa-miR-122-5p,BNC2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,MIPOL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,XIAP,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SEMA6D,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CSNK1G1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,NTRK2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,KCMF1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,KMT2A,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,RAB6B,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,MPP5,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,MAP1B,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PLXNA2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,METTL9,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,RTKN2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PLAG1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PRKCE,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,IGF1R,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PLAGL2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SRGAP3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,RIMS1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CLTC,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,TRPS1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SORCS1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SERP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,ACAP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SPRED1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,HIF1AN,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SMARCC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,NDST1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,FAM120C,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,DIXDC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,TCF4,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CBL,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,IKZF4,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,EPB41L1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,KHNYN,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,E2F3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,RAB11FIP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CLCN5,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,NUP50,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CELF2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,DDX3X,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,DDX3Y,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,UST,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,KPNA1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,GPD2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,DLG2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,BCL11B,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,KCNJ2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SPTLC2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,EIF1AX,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,BCL11A,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,DCAF10,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SLC35F1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CDK14,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CCND2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SHROOM4,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,DOCK3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PGM2L1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,TMEM106B,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PTBP3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SLC10A7,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,TMCC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,FBXL20,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,NUFIP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,C2orf69,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SORT1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,HNRNPU,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,MINDY2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,IKZF2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CHD2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,EDA,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,ARHGAP20,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,NKTR,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,MTX3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CREBL2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PHC3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SLC16A2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,TNKS2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SOX11,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,GATAD2B,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PRICKLE2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,LIN28B,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,ZKSCAN8,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CUL5,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CPED1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CNOT6,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,ARL3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SOX6,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,TWF1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,HS2ST1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,AHCYL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,STC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,ARF3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,LHFPL4,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,GPR85,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SERF2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,LARP4,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,TPM3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,RICTOR,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,NRP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,RNF38,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SLC2A1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,GMFB,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,HNRNPA3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,DLG3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,BACH2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,BSN,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PAPPA,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,FZD4,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,AMER1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,EFNB2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,RIMS4,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,GNB1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,LAMC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,ATP2B2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,PCDH7,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,BDNF,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,DTNA,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,TTPAL,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,CPLX2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,MBNL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,HDAC4,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,SEL1L,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,QKI,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,GRHL2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,FRS2,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,LUC7L3,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,RNF165,V,MultiMiTar,N/A,N/A,,
hsa-miR-122-5p,FOXP2,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,QSER1,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,NFAT5,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,DYRK1A,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,HNRNPU,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,DICER1,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,ZNF827,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,BACH2,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,G3BP2,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,MEIS2,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,MBNL1,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,PAPOLA,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,BHLHE41,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,RAD21,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,CSNK1G1,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,MIPOL1,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,NPEPPS,V,PicTar,N/A,N/A,,
hsa-miR-122-5p,EDA,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CPEB1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,UPK2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,AP1AR,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GJA3,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GJC1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ERGIC1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MBNL1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,RAPH1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SRF,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,OCRL,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GCNT4,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PDK4,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PTBP3,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,NTRK2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CHD5,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,NPEPPS,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,DNAJC5,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MECP2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,TOB2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ICMT,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,RAB3IP,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MAP1B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,TFAP2B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,BRPF1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MYCL,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,IKZF2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ARHGEF39,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PLXNA2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,VOPP1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CACHD1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,RELL1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SUCLA2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ICA1L,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,KCNMA1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,NFASC,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,RIMS3,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,TRPS1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,TBC1D22B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,JRK,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GRAMD2B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MOB3B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,NOD2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CYBRD1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CACNA2D2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ZCCHC3,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ABCF2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,FAM222B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,JADE2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,OPRK1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,HNRNPU,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,TMEM216,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MAPKBP1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ZKSCAN8,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SEMA4D,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,OTUD7B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,FAM155B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,C21orf62,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,TTPAL,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,STK39,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,FAM117B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,KMT2A,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MAP3K3,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,VANGL1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PRKRA,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MAP3K12,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SLC1A2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,DEDD,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,RIMS1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,WDR47,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ZNF626,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,HR,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,KIAA0513,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,KREMEN1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PRICKLE2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GALC,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MASP1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PAPOLA,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,POLR3A,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SYNDIG1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PRELP,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,TCF4,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GIT1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,AMER1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GTF3C2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,XPO4,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CD59,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SHE,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,NEGR1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CTDSPL,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,NCDN,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,IGF2BP1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,MAPK4,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SARM1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GALNT3,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SHPRH,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ABI2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ABR,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ADCY1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PROSER1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SOX11,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CCDC150,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,SMARCD1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GPM6B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,RSL1D1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ENTPD1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,AKT3,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PEAK1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,RIMBP2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CBL,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,LAMC1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,LIMCH1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,BMPR2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,CRHR1,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,C19orf54,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,IBA57,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,VSIR,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,UBN2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,RNF165,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,METTL9,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PPP1R12B,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,PDZD2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,GRHL2,V,TargetRank,N/A,N/A,,
hsa-miR-122-5p,ADSS,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ARL2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,BRPF1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CANX,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CHMP3,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CPEB1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,FKBP5,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,GRAMD2B,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,GRHL2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,MASP1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,MIPOL1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NOD2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NT5C3A,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SPRY2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SUCLA2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ARFGEF1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CS,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CTNND2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,HNRNPU,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,KIF5B,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PEG10,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SLC1A5,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ZNF827,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,DENND2C,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,GCNT4,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,KLHL18,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,MEIS2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NOL4L,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NPAS3,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PLAG1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SLC13A5,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,GALNTL6,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NPEPPS,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PDK4,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PLEKHB2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PRKRA,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ST6GALNAC4,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,TBC1D10B,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CTDSPL,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,FOXP2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,GNPDA1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PLXNA2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SERP1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SORT1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,UBE2G1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,EGLN3,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,IHH,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SLC9A6,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,G3BP2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,LRP10,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NEGR1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,RIMS1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SLC25A29,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,USP53,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ZBTB41,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NAA50,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SLC7A1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ADAM10,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,DLG2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,DEDD,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,GALNT1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NFAT5,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SORCS1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SESN2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,LARP4B,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,OTUD7B,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,RRAGC,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CDC25A,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CCNYL1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CTDSPL2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,HHIP,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,RAD21,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SLC35A4,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,AGO1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,FOXO3,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ESR1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CACNB2,Functional MTI (Weak),MIRT051063,CLASH,23622248,,
hsa-miR-16-5p,NAV2,Functional MTI (Weak),MIRT051065,CLASH,23622248,,
hsa-miR-16-5p,OTUD7B,Functional MTI (Weak),MIRT051066,CLASH,23622248,,
hsa-miR-16-5p,RSL1D1,Functional MTI (Weak),MIRT051068,CLASH,23622248,,
hsa-miR-16-5p,MLF2,Functional MTI (Weak),MIRT051088,CLASH,23622248,,
hsa-miR-16-5p,DIXDC1,Functional MTI (Weak),MIRT051092,CLASH,23622248,,
hsa-miR-16-5p,EEF2K,Functional MTI (Weak),MIRT051093,CLASH,23622248,,
hsa-miR-16-5p,ORAI2,Functional MTI (Weak),MIRT051095,CLASH,23622248,,
hsa-miR-16-5p,DDX6,Functional MTI (Weak),MIRT051097,CLASH,23622248,,
hsa-miR-16-5p,IDS,Functional MTI (Weak),MIRT051099,CLASH,23622248,,
hsa-miR-16-5p,C19orf54,Functional MTI (Weak),MIRT051100,CLASH,23622248,,
hsa-miR-16-5p,LSM5,Functional MTI (Weak),MIRT051127,CLASH,23622248,,
hsa-miR-16-5p,ZNF644,Functional MTI (Weak),MIRT051132,CLASH,23622248,,
hsa-miR-16-5p,RIOK3,Functional MTI (Weak),MIRT051135,CLASH,23622248,,
hsa-miR-16-5p,LONRF2,Functional MTI (Weak),MIRT051147,CLASH,23622248,,
hsa-miR-16-5p,TMED1,Functional MTI (Weak),MIRT051161,CLASH,23622248,,
hsa-miR-16-5p,BNC2,Functional MTI (Weak),MIRT051162,CLASH,23622248,,
hsa-miR-16-5p,INO80D,Functional MTI (Weak),MIRT051164,CLASH,23622248,,
hsa-miR-16-5p,USP8,Functional MTI (Weak),MIRT051165,CLASH,23622248,,
hsa-miR-16-5p,AMOT,Functional MTI (Weak),MIRT051168,CLASH,23622248,,
hsa-miR-16-5p,AMOT,Functional MTI (Weak),MIRT051168,PAR-CLIP,21572407,,
hsa-miR-16-5p,AMER1,Functional MTI (Weak),MIRT051169,CLASH,23622248,,
hsa-miR-16-5p,AMER1,Functional MTI (Weak),MIRT051169,HITS-CLIP,22473208,,
hsa-miR-16-5p,NEURL4,Functional MTI (Weak),MIRT051170,CLASH,23622248,,
hsa-miR-16-5p,UBE2Z,Functional MTI (Weak),MIRT051172,CLASH,23622248,,
hsa-miR-16-5p,MSL3,Functional MTI (Weak),MIRT051183,CLASH,23622248,,
hsa-miR-16-5p,E2F3,Functional MTI (Weak),MIRT051187,CLASH,23622248,,
